Id,link,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Tags,AnswerCount,CommentCount,FavoriteCount,Title,ClosedDate,CommunityOwnedDate,ContentLicense,SDLC,Type,Type2,Non-function,Annotator,,
299011,299011,1,343248,,2008-11-18 15:12:53,,5,6816,10522,Berlin Brown,4737,jamesh,2008-11-27 20:53:40,2013-02-27 2:52:47,<eclipse><rad>,5,0,2,Ways to purge the workspace environment with RAD (based on Eclipse),,,CC BY-SA 2.5,Implementation,What,,,Combined,,
45586707,45586707,1,,,2017-08-09 9:27:51,,0,4105,7137715,,,,,2019-02-19 8:08:02,<sequence><oracle-apex-5>,1,6,,"On Adding row in interactive grid apex 5, the sequence doesn't work and displays error that the field cant be empty",,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
42979657,42979657,1,,,2017-03-23 14:55:21,,1,2965,4610583,,,,,2017-03-23 16:29:19,<triggers><salesforce><apex>,1,0,,Accessing parent object fields in trigger handler class,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
46551314,46551314,1,,,2017-10-03 18:40:01,,3,2827,8502642,,2142505,,2019-02-18 7:47:07,2019-09-10 6:17:19,<python><salesforce><simple-salesforce>,2,0,,Salesforce Data into Python (simple-Salesforce or salesforce-bulk),,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
49879504,49879504,1,50027702,,2018-04-17 13:31:17,,2,2776,1812278,,1812278,,2019-05-06 13:44:58,2019-05-06 13:44:58,<oracle-apex><oracle-apex-5.1>,1,2,1,Interactive grid - populate a field on insert automatically,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
46171283,46171283,1,46172225,,2017-09-12 8:16:16,,4,2460,4732633,,,,,2017-09-12 9:04:47,<node.js><nodemailer><zoho>,2,2,1,nodemailer and zoho email issue '530 Must issue a STARTTLS command first.',,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
43311571,43311571,1,43578987,,2017-04-09 20:27:11,,0,2446,539260,,,,,2017-04-24 2:46:08,<apex>,1,0,,Apex Set: How to iterate through a set when you don't know it's data type?,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
47812325,47812325,1,,,2017-12-14 11:32:10,,0,2082,9019082,,,,,2020-03-05 12:07:39,<javascript><jquery><visualforce>,3,3,,How to remove label in Jquery,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
44499539,44499539,1,,,2017-06-12 12:30:08,,0,1949,3701404,,,,,2017-06-15 23:16:15,<salesforce>,1,0,1,How to get Related fields in conga composer,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
38757933,38757933,1,,,2016-08-04 3:16:28,,1,1936,2209468,,,,,2018-05-31 23:32:46,<salesforce>,2,0,1,fetching picklist records from sales force using soql,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
47551917,47551917,1,,,2017-11-29 11:37:56,,4,1708,9025383,,2405914,,2017-11-29 12:41:23,2017-11-29 12:41:23,<java><linux><jvm><webmethods>,0,5,2,Problematic frame: # V libjvm.so+0x5c73c5,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
37994417,37994417,1,37994633,,2016-06-23 14:23:00,,3,1509,4515719,,,,,2016-06-24 19:09:09,<javascript><google-chrome><firefox><lotus-notes><activexobject>,2,0,,Encapsulate ActiveX for JavaScript,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
33810583,33810583,1,,,2015-11-19 17:32:28,,1,1414,4748189,,,,,2016-07-15 22:25:55,<android><google-maps><ant><temenos-quantum>,1,1,,Kony - ant build error,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
50287021,50287021,1,50392511,,2018-05-11 7:18:40,,0,1386,2097206,,1145792,,2018-05-16 15:09:16,2018-05-17 13:19:56,<oracle-apex><oracle-apex-5.1>,1,0,,Copy selected records from interactive grid to another one Oracle apex5.1,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
42812039,42812039,1,42818047,,2017-03-15 14:03:14,,0,1296,1930100,,,,,2017-03-15 18:35:30,<oracle-apex-5>,1,0,,APEX 5 link Modal Page in IR cell,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
30810118,30810118,1,,,2015-06-12 18:42:30,,0,1253,2264225,,2264225,,2015-06-25 19:24:24,2015-06-25 19:24:24,<vb.net><lotus-notes>,1,0,,Sending IBM Notes Mail 9.0.1,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
36622711,36622711,1,,,2016-04-14 12:10:55,,0,1247,4993891,,,,,2016-05-18 16:13:59,<javascript><servicenow><jelly><client-side>,1,2,,ServiceNow show button if condition is true,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
41683477,41683477,1,41683962,,2017-01-16 19:12:28,,2,1210,1988559,,1409707,,2017-01-16 20:50:18,2017-01-16 20:50:18,<php><laravel><salesforce><guzzle><guzzle6>,1,5,,"Laravel, Guzzle, and Salesforce - Unsupported Grant Type",,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
38769647,38769647,1,,,2016-08-04 14:05:45,,0,1176,961419,,961419,,2016-08-05 6:13:07,2016-08-06 16:40:45,<c#><lotus-notes>,2,0,,Fetch HTML body content from Lotus Notes Document,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
50078568,50078568,1,,,2018-04-28 16:15:51,,0,1169,9714915,,9714915,,2018-04-28 16:20:59,2018-05-23 18:26:18,<javascript><rest><http><base64><salesforce>,2,2,,Error opening a Salesforce File after creating a content version using REST API,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
39614062,39614062,1,,,2016-09-21 10:30:51,,0,1113,3710651,,,,,2016-09-21 10:58:03,<lotus-notes><lotus-domino><lotusscript>,1,1,,Not a sub or function name error,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
38383616,38383616,1,38388464,,2016-07-14 20:22:20,,0,1040,2181811,,,,,2016-07-15 12:51:08,<apache><lotus-notes><axis><lotus-domino>,2,0,,Setting a timeout on webservice consumer built with org.apache.axis.client.Call and running on Domino,,,CC BY-SA 3.0,Implementation,How,What,,Sadia,,
32984879,32984879,1,33007478,,2015-10-07 6:06:23,,1,1037,2179571,,785061,,2015-10-07 6:26:02,2015-10-08 5:41:44,<java><lotus-notes><lotus-domino><lotusscript>,1,2,,Lotus Notes how to getsession in Java Script Library,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
46660100,46660100,1,,,2017-10-10 6:38:21,,1,988,8750361,,,,,2017-10-10 7:12:36,<deployment><salesforce><version><picklist>,1,0,,salesForce : Picklist metadata deployment API Version 40,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
33230135,33230135,1,,,2015-10-20 7:06:59,,0,896,5015405,,,,,2015-10-20 19:41:48,<salesforce><soql>,1,0,,Giving error unexpected token: 'where' at line 13 column 281,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
30294913,30294913,1,,,2015-05-18 4:02:27,,1,878,1619576,,2833965,,2015-05-19 21:01:39,2015-05-19 21:01:39,<java><salesforce><wso2><wso2esb><wso2carbon>,1,1,,WSO2 ESB - Connection Cancel exception 101507,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
46815150,46815150,1,,,2017-10-18 16:40:07,,0,868,8288663,,1145792,,2017-10-19 9:23:52,2017-10-19 9:23:52,<oracle><rest><curl><oracle-apex>,0,2,,Pass a cURL command through Oracle APEX?,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
36280343,36280343,1,,,2016-03-29 9:28:07,,0,851,3274461,,,,,2016-03-30 10:58:42,<html><backbone.js><salesforce><visualforce>,1,0,,"Salesforce: How to get fields of two objects ""Account"" and ""Contact"" on visualforce page using Backbone.js?",,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
35898112,35898112,1,,,2016-03-09 17:09:51,,0,838,6040123,,5971390,,2016-03-09 17:42:18,2016-03-09 21:44:21,<javascript><stack-overflow><onchange><servicenow>,1,5,,ServiceNow Stack Overflow Error,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
43401158,43401158,1,43405213,,2017-04-13 20:27:47,,1,829,1137672,,1137672,,2017-04-14 1:07:37,2017-04-14 4:28:48,<jquery><jqgrid><oracle-apex>,1,0,,APEX ORDS Rest API returns content-type:text/html,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
44127791,44127791,1,,,2017-05-23 6:57:12,,0,802,5597555,,1033581,,2018-12-05 2:08:17,2018-12-05 2:08:17,<javascript><jquery><visualforce><apex>,0,4,,Enable/Disable entire div in visualforce,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
36479801,36479801,1,,,2016-04-07 14:51:29,,0,791,3754432,,,,,2016-04-09 12:37:02,<python><xml><lxml><lotus-notes><lxml.html>,1,2,1,Parse Lotus Notes clipboard link with lxml,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
50648880,50648880,1,,,2018-06-01 18:05:57,,0,753,9882676,,7429447,,2018-06-01 20:13:12,2019-07-22 10:34:21,<java><selenium-webdriver><css-selectors><salesforce><lazy-loading>,2,0,,How to login into Salesforce (Chrome) application using selenium webdriver and avoid identity verification),,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
50516234,50516234,1,50532605,,2018-05-24 18:48:59,,0,679,8182814,,,,,2018-05-25 15:32:06,<calculated-columns><spotfire><partition><tibco>,1,0,,Spotfire - Partition by column and number rows in partition consecutively,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
34849493,34849493,1,,,2016-01-18 7:42:19,,0,633,5523836,,,,,2016-01-18 21:37:59,<salesforce><soql>,1,2,,soql in java to fetch the deleted records,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
40472354,40472354,1,,,2016-11-07 18:45:53,,4,620,2353866,,,,,2016-11-07 18:45:53,<jquery><salesforce><soql><urldecode>,0,13,1,How to send AJAX request without encoding url,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
50463909,50463909,1,,,2018-05-22 9:11:15,,0,416,2889480,,,,,2018-05-22 9:21:36,<shoutem>,1,0,,Shoutem eslit 'define' is not defined no-undef,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
48162535,48162535,1,48162674,,2018-01-09 6:30:51,,0,401,1174045,,,,,2018-01-09 6:42:42,<xml><netsuite><boomi>,1,0,,Netsuite XML syntax - setting multiple fields to null,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
47548341,47548341,1,47548806,,2017-11-29 8:37:38,,0,390,2194556,,,,,2017-11-29 9:05:16,<filemaker>,1,0,,Filemaker calculated fields ExecuteSQL and Case,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
40797686,40797686,1,,,2016-11-25 4:20:48,,0,389,5540880,,,,,2017-05-08 9:34:12,<zoho><zapier>,1,0,,How to include json as a query parameter in Zapier app,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
31693069,31693069,1,31714534,,2015-07-29 6:43:35,,0,388,4761675,,4761675,,2015-07-29 6:53:44,2015-07-30 3:03:04,<salesforce><httprequest><apex-code><apex>,1,0,,Encoding type of Salesforce HttpPost？（Integration of salesforce & expensify）,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
31386733,31386733,1,31481768,,2015-07-13 14:55:51,,0,344,3960999,,1750757,,2015-07-13 15:23:38,2015-07-17 17:47:13,<php><quickbase>,1,1,1,QuickBase foreach insert,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
38006238,38006238,1,,,2016-06-24 5:35:50,,0,344,5825642,,6371090,,2016-06-24 6:15:03,2016-06-24 6:15:03,<php><curl><zoho>,1,0,1,403 forbidden is returned while executing php curl,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
35446046,35446046,1,,,2016-02-17 1:01:32,,2,317,1795772,,,,,2016-02-17 1:01:32,<php><salesforce>,0,3,,salesforce api add leads from form,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
28990848,28990848,1,,,2015-03-11 15:32:26,,0,316,4659154,,,,,2015-03-12 14:18:14,<lotus-notes>,3,0,,Saving a form with an embedded view,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
40451295,40451295,1,,,2016-11-06 15:52:25,,0,306,,user7122761,,,,2016-11-08 17:20:06,<wordpress><author><genesis><info>,1,1,,Adding author info outside the loop in Genesis,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
42085322,42085322,1,43045434,,2017-02-07 8:47:39,,0,302,7103021,,7103021,,2017-02-07 9:08:10,2017-03-27 11:41:46,<java><ssl><ibm-cloud><lotus-domino>,2,1,,Send https request from domino to bluemix,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
43056796,43056796,1,,,2017-03-27 21:29:36,,0,280,6777162,,,,,2017-03-27 21:29:36,<css><twitter-bootstrap><flexbox><internet-explorer-11><servicenow>,0,3,,ServiceNow Service Portal flexbox IE11,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
46114220,46114220,1,,,2017-09-08 10:20:41,,0,269,2865543,,1033581,,2018-08-26 17:48:48,2018-08-26 17:48:48,<servicenow>,1,0,,transform script status_message not updating in SOAP response body in servicenow,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
32104204,32104204,1,32119047,,2015-08-19 19:36:59,,0,265,530933,,,,,2015-08-20 13:04:43,<salesforce><apex-code><apex>,1,0,,JSON.deserialize adding time,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
45619586,45619586,1,45621908,,2017-08-10 17:00:50,,1,251,6091375,,935779,,2017-08-10 19:19:54,2017-08-10 19:19:54,<javascript><servicenow>,1,0,,Fix Script Only Updating One Record,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
50562890,50562890,1,,,2018-05-28 9:14:35,,0,216,1101310,,,,,2018-05-29 23:49:33,<java><weblogic><oracle-cloud-infrastructure><oci-java-sdk>,1,0,,How to write OCI JAVA SDK logs into Weblogic Server log files,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
34678332,34678332,1,,,2016-01-08 13:33:36,,0,215,1680825,,,,,2016-01-11 15:16:28,<php><wordpress><genesis>,1,0,,Remove Genesis Default Sidebar not working,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
41954276,41954276,1,,,2017-01-31 9:48:36,,1,215,6887382,,3201403,,2017-01-31 10:39:32,2017-02-20 8:59:55,<android><rest><google-cloud-messaging><http-status-code-401><servicenow>,0,2,,Can't sent REST message to Google FCM from ServiceNow,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
37294102,37294102,1,37294499,,2016-05-18 8:26:34,,2,210,6349717,,5144991,,2016-05-18 9:42:01,2016-05-18 9:54:41,<lotus-notes><lotus-domino>,1,2,,Lotus Notes : Run agent to send mail from app,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
30252599,30252599,1,,,2015-05-15 6:04:09,,0,201,1352755,,1352755,,2015-05-15 9:34:25,2015-05-15 9:34:25,<java><android><salesforce>,1,0,,Get list of custom object in RemedyForce,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
48111546,48111546,1,,,2018-01-05 10:23:12,,0,165,4878938,,446594,,2018-01-05 10:25:14,2018-01-06 8:37:23,<lotus-domino><lotusscript>,1,0,,Create e-mail reply with submitted data,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
37253926,37253926,1,,,2016-05-16 12:27:01,,3,164,5362084,,1033581,,2018-09-12 3:32:35,2018-09-12 3:32:35,<postgresql><processmaker>,0,0,2,Accessing database connection list in processmaker using project id,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
37541684,37541684,1,,,2016-05-31 9:20:30,,0,150,2770598,,,,,2016-06-13 16:49:29,<java><xls><pega>,1,1,,Generate XLS File from Page List in Pega PRPC,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
43678312,43678312,1,,,2017-04-28 10:45:21,,1,145,7849557,,,,,2017-04-28 11:57:32,<react-native><shoutem>,1,0,,How can i create view with text input inside @shoutem/ui,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
45563892,45563892,1,,,2017-08-08 8:59:33,,0,144,6235456,,,,,2017-08-08 9:06:24,<json><zoho>,1,0,1,How to parsing Json in Zoho CRM,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
47388938,47388938,1,,,2017-11-20 9:41:16,,0,118,5342844,,1033581,,2018-12-27 4:05:32,2018-12-27 4:05:32,<lotus-notes><lotusscript>,0,2,,"""IBM Notes - View Property - ODBC Access - Generate unique keys in index"" losing setting",,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
40797009,40797009,1,40798528,,2016-11-25 2:49:47,,0,110,7161826,,,,,2016-11-25 5:52:02,<lotus-notes><lotusscript>,1,0,0,can i see lotus notes hidden-document with reader field,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
42675314,42675314,1,,,2017-03-08 15:26:52,,2,91,6140891,,,,,2017-03-08 15:26:52,<.net><vb.net><web-services><wsdl><salesforce>,0,2,,Create .NET project using Salesforce Partner WSDL SERVICE reference,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
29383535,29383535,1,,,2015-04-01 5:35:15,,0,73,4372290,,,,,2015-04-01 9:54:36,<wordpress><genesis><codex>,1,0,,Genesis - Turn off menu on certain pages,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
46782713,46782713,1,,,2017-10-17 4:53:42,,0,72,7446919,,7446919,,2017-10-17 5:23:46,2017-10-18 0:20:56,<lotus-domino><lotusscript>,1,0,,WQO agent and LotusScript,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
50364341,50364341,1,,,2018-05-16 7:02:58,,0,67,8046402,,,,,2018-05-16 7:02:58,<objective-c><temenos-quantum><fscalendar>,0,2,0,Redefinition issue in frameworks when integrate in crossplatforms like kony,,,CC BY-SA 4.0,Implementation,How,,,Sadia,,
49789307,49789307,1,,,2018-04-12 6:19:06,,1,55,9634284,,9385656,,2018-04-12 6:31:08,2018-04-12 6:31:08,<sql><oracle><plsql><oracle-apex-5.1>,0,0,,Oracle APEX: Update a row when ID has the same value with a Form on a table,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
47959566,47959566,1,,,2017-12-24 9:44:31,,0,39,2117774,,2117774,,2017-12-24 10:13:47,2017-12-25 4:45:26,<salesforce><mule>,1,0,,How to handle incremental fetches from Salesfore and Database Component,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
46538734,46538734,1,,,2017-10-03 6:54:40,,0,38,5997236,,5997236,,2017-10-03 9:00:18,2017-10-03 9:00:18,<c#><salesforce>,0,5,,how to Salesforce integration with website in C#,,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
50686557,50686557,1,,,2018-06-04 18:18:51,,1,165,9292250,,,,,2020-07-01 16:06:32,<redirect><nginx><pega>,0,1,1,nginx reverse proxy and pega,,,CC BY-SA 4.0,Implementation,Others,,,Sadia,,
30565349,30565349,1,30568839,,2015-06-01 3:45:39,,1,1477,3029723,,,,,2015-06-01 8:27:12,<filemaker>,1,0,,Creating Keyword/Tag System in FileMaker 14,,,CC BY-SA 3.0,Implementation,What,,,Sadia,,
39106389,39106389,1,39106632,,2016-08-23 16:28:03,,4,1339,1359634,,,,,2019-08-25 3:34:59,<css><wordpress><genesis>,3,0,2,"""pre"" tag not shrinking. Not showing Horizontal scroll Bar",,,CC BY-SA 3.0,Implementation,What,,,Sadia,,
40777490,40777490,1,42812463,,2016-11-24 3:12:18,,0,1165,1811952,,1811952,,2017-03-23 1:20:19,2020-01-03 8:53:42,<zoho>,3,1,,"How do I use deluge to parse the products list in a Zoho Sales Order (or PO, quote, invoice, etc.)?",,,CC BY-SA 3.0,Implementation,What,,,Sadia,,
42386084,42386084,1,42816602,,2017-02-22 8:19:54,,1,839,1210071,,1210071,,2017-03-07 4:12:43,2017-03-15 17:21:00,<log4j><tibco><tibco-business-works><tibco-designer>,1,2,,Changing Log4J configuration in Tibco BW/Designer does not have the desired effect,,,CC BY-SA 3.0,Implementation,What,,,Sadia,,
31881932,31881932,1,31882146,,2015-08-07 15:53:28,,0,169,5202641,,5202138,,2016-07-02 13:32:57,2016-07-02 13:32:57,<xml><xslt><export><filemaker>,1,0,,Formatting XML exported from FileMaker with XSLT to remap field,,,CC BY-SA 3.0,Implementation,What,,,Sadia,,
30805140,30805140,1,,,2015-06-12 14:09:48,,1,112,1863367,,1863367,,2015-06-12 17:08:10,2015-06-12 17:08:10,<xpages><lotus-notes>,0,5,,dominoDocument data source returning null on open on specific XPage,,,CC BY-SA 3.0,Implementation,What,,,Sadia,,
38660569,38660569,1,,,2016-07-29 13:49:09,,1,58,1827295,,,,,2016-07-29 13:49:09,<json><post><lotus-domino>,0,2,,Lotus Notes: Characters missing from post data,,,CC BY-SA 3.0,Implementation,What,,,Sadia,,
44012987,44012987,1,,,2017-05-16 23:04:29,,3,1616,1288763,,,,,2017-05-25 4:50:00,<xpages><lotus-domino>,2,3,2,"Xpages can't load, Error 500; java.util cannot be resolved",,,CC BY-SA 3.0,Implementation,Why,,,Sadia,,
32897144,32897144,1,32944989,,2015-10-01 21:26:33,,1,814,5374201,,5341992,,2015-10-02 7:15:18,2015-10-05 9:16:58,<oracle><session-state><oracle-apex>,1,8,,Session State Oracle Application Express,,,CC BY-SA 3.0,Implementation,Why,,,Sadia,,
48818859,48818859,1,,,2018-02-16 1:21:38,,0,261,9342762,,2141278,,2018-02-20 12:07:23,2018-02-20 12:07:23,<sql><oracle><oracle-apex>,1,1,,Why does this error happen in Oracle APEX?,,,CC BY-SA 3.0,Implementation,Why,,,Sadia,,
29809406,29809406,1,,,2015-04-22 21:42:28,,0,191,4821509,,,,,2015-04-22 22:00:15,<wordpress><genesis>,1,2,,Fighting with Functions File,,,CC BY-SA 3.0,Implementation,Why,,,Sadia,,
40916162,40916162,1,50789744,,2016-12-01 16:52:16,,0,124,2031447,,,,,2018-06-11 2:18:17,<salesforce><soql><cast-iron>,2,0,1,OR Operator in SOQL with Castiron,,,CC BY-SA 3.0,Implementation,Why,What,,Sadia,,
29410692,29410692,1,29412401,,2015-04-02 10:30:06,,1,52,3137498,,,,,2015-04-08 9:15:21,<lotus-notes>,2,0,,categorizing documents depending on their date fields,,,CC BY-SA 3.0,Implementation,Why,,,Sadia,,
34086376,34086376,1,,,2015-12-04 10:38:46,,1,624,4969031,,9123228,,2018-04-16 10:56:23,2018-04-16 10:56:23,<spotfire><tibco>,1,0,1,SpotFire: Sum over region average over time while toggling the date axis (from month to year),,,CC BY-SA 3.0,Implementation,How,,,Sadia,,
38536764,38536764,1,,,2016-07-22 23:54:33,,0,297,4158108,,,,,2016-07-24 11:13:44,<validation><process><salesforce><flow>,1,1,,Issue with workflow and validation rule (tripping validation) -- issue of recursion?,,,CC BY-SA 3.0,Implementation,How,What,,Sadia,,
42592379,42592379,1,42603951,,2017-03-04 5:13:12,,0,74,5985489,,,,,2017-03-05 2:55:06,<orocrm>,1,1,,Search is not working in orocrm 2.0,,,CC BY-SA 3.0,Implementation,Others,,,Sadia,,
58200478,58200478,1,58200802,,2019-10-02 11:22:40,,0,2020,11796003,,,,,2019-10-02 11:41:39,<python><api><salesforce><integration><odoo>,1,0,,API_DISABLED_FOR_ORG: API is not enabled for this Organization or Partner,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
57092717,57092717,1,57146538,,2019-07-18 10:44:34,,0,1821,1784938,,1784938,,2019-07-18 10:59:41,2020-01-01 23:40:27,<oracle-apex>,2,2,,How to Hide Interactive Report Setting Area in Oracle Apex,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
60629861,60629861,1,,,2020-03-11 5:41:05,,0,1500,4427508,,,,,2020-03-11 5:41:05,<oracle-apex><apex><apex-code><oracle-apex-5><oracle-apex-5.1>,0,1,,how to get the column values from interactive grid to items,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
57103876,57103876,1,,,2019-07-18 23:41:08,,1,1450,11682539,,,,,2019-07-22 13:34:06,<javascript><oracle-apex>,2,3,1,How do add a button to go back to another page in oracle apex interactive grid,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
54748501,54748501,1,54749568,,2019-02-18 13:33:34,,2,1330,11079301,,3472757,,2019-03-29 12:32:23,2019-03-29 12:32:23,<documentum><opentext><documentum-dql>,1,0,,Deleting top 100 objects in DQL statement,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
63679322,63679322,1,,,2020-08-31 23:10:15,,0,1231,4196399,,,,,2021-01-25 8:46:38,<javascript><html><salesforce><lwc>,1,0,,Clear lightning-input and lightning-textarea on click?,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
55794490,55794490,1,55837705,,2019-04-22 12:33:52,,2,1057,6405655,,,,,2021-02-18 19:20:08,<mendix>,1,1,,How to declare a global variable in mendix?,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
51262766,51262766,1,,,2018-07-10 10:21:14,,0,878,5193693,,,,,2020-01-22 18:06:12,<formatting><lotus-notes><mail-sender>,3,0,,Lotus Notes / highlight specific sender in the common mailbox,,,CC BY-SA 4.0,Implementation,How,What,,Sanjay,,
62501296,62501296,1,,,2020-06-21 16:19:52,,0,871,13786793,,484674,,2020-06-21 16:47:57,2020-06-22 15:07:44,<oracle><plsql><oracle-apex>,1,6,,Reset password in oracle apex,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
61948571,61948571,1,,,2020-05-22 5:43:21,,0,812,6187281,,,,,2020-05-22 16:09:03,<oracle><oracle-apex><oracle-apex-5>,1,1,,Loading/Inserting JSON data into Apex Table using ORDS Rest API,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
58378462,58378462,1,58398768,,2019-10-14 14:03:38,,1,725,6449653,,9097906,,2019-10-14 18:27:08,2019-10-15 16:08:48,<oracle><oracle-apex><oracle-apex-18.2>,2,0,,Oracle Apex - Password expire after set date based on table and Login validation,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
51436080,51436080,1,,,2018-07-20 6:11:17,,0,701,9720853,,409172,,2021-03-15 4:55:48,2021-03-15 4:55:48,<oracle><oracle-apex><interactive>,0,3,,How to update a single row in an Interactive Grid?,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
53262784,53262784,1,,,2018-11-12 13:03:33,,1,603,10640457,,7920473,,2019-01-20 4:37:13,2019-01-20 4:37:13,<dynamics-crm><office365><powerapps><security-roles>,1,1,,How to get roles assigned for an user in Office 365 environment from Powerapps,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
63189545,63189545,1,,,2020-07-31 9:51:42,,0,540,8745070,,,,,2020-07-31 17:51:17,<salesforce><processbuilder><email-templates>,1,0,,Email template showing blank values. Shows text but field values are blank,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
52560168,52560168,1,52567061,,2018-09-28 17:27:30,,1,538,1812278,,9097906,,2018-09-29 17:55:23,2018-09-29 17:55:23,<oracle><oracle-apex><oracle-apex-5.1>,1,0,,Oracle APEX checkbox order of the items,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
60771643,60771643,1,,,2020-03-20 9:38:11,,1,467,12838975,,330315,,2020-03-20 13:34:03,2020-03-20 13:34:03,<oracle><oracle-apex><oracle-xe>,1,2,,Request exceeds the maximum allowed database in oracle,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
57976478,57976478,1,57980744,,2019-09-17 14:28:11,,2,458,2006427,,,,,2021-03-31 21:01:28,<php><soap><salesforce><metadata><force.com>,2,0,1,How to retrieve metadata from salesforce with force.com toolkit for PHP?,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
58755197,58755197,1,58807877,,2019-11-07 18:48:30,,0,425,10475979,,10475979,,2019-11-07 19:10:05,2019-11-11 19:56:06,<integration><netsuite><email-parsing><boomi>,1,0,,Dell Boomi - Parse values from email body,,,CC BY-SA 4.0,Implementation,How,,,Sanjay,,
